ID da Usina;Número do Corte;Coeficiente de Volume;Coeficiente de Turbinamento;Coeficiente de Vertimento;Termo Independente
20.0;11.0;0.019120361242364436;0.24726974964304282;-0.009765936477438206;-7.899881454977561
21.0;1.0;0.01928324934614177;0.5026586772668179;0.08760525988873184;-33.784252854440396
21.0;2.0;-0.0;0.6928728573807779;0.08872607233071483;0.0
21.0;3.0;0.00021776222822614147;0.6837743555541658;0.08940845996771073;-0.38151942385221527
21.0;4.0;0.0008795717471982588;0.6723541375976184;0.08985919163854822;-1.5410097010913202
21.0;5.0;0.0005341222702038204;0.6771653066772136;0.08973891241155835;-0.9357822173970726
21.0;6.0;0.02532934329546598;0.48687012738551444;0.08286869492434079;-44.377009453656385
21.0;7.0;0.027942490034179663;0.4777716255589023;0.08082153201335303;-48.20461613918726
21.0;8.0;0.02966852950474963;0.46635140760235483;0.07946933700084063;-48.94737987972886
21.0;9.0;0.029207930202090334;0.4711625766819505;0.0798301746818103;-49.33117424866972
21.0;10.0;0.013543511865739249;0.5400735267230404;0.08985919163854822;-23.728232788775177
21.0;11.0;0.01639174252785665;0.5177602287859524;0.08911541504064531;-28.718332908804868
24.0;1.0;0.032342541741840786;0.8550166948200691;-0.01726402889679218;-151.0073273926547
24.0;2.0;0.02070736013915838;0.9482805209412192;-0.011579647575644206;-96.68266448973054
24.0;3.0;0.026353354787532545;0.8936505015767134;-0.013400648221127732;-123.04381350298947
24.0;4.0;-0.0;1.2392558125011934;-0.013962226733928993;-4.492436845612041e-14
24.0;5.0;0.00032052230732211454;1.222715341179464;-0.012721691384799283;-1.496518652886975
24.0;6.0;0.0017729008713641336;1.1925574974237507;-0.011579647575644206;-8.277674168399459
24.0;7.0;0.0009221688879676305;1.2071914325689743;-0.011945495954274802;-4.305606537920976
24.0;8.0;0.047098554684893094;0.7845516552719929;-0.03154178371283648;-196.7561580472354
24.0;9.0;0.04596424537369775;0.7991855904172166;-0.03044423857694467;-202.56722464848932
24.0;10.0;0.03971139136325027;0.8312499703494363;-0.02439404623798207;-185.4124862750156
24.0;11.0;0.04355765905111566;0.8147094990277066;-0.02811565228537118;-199.18597086526148
25.0;1.0;0.020122428125407793;0.7160715853433431;1.744648269437892;-48.53529663848349
25.0;2.0;0.012881499540191285;0.7918191581295526;1.7497910821617326;-31.07017689094129
25.0;3.0;0.01565082368638632;0.7553399898078464;1.7485751098843427;-37.74978673156378
25.0;4.0;-0.0;1.0435042486295738;1.7472469327102391;-2.035801562100552e-14
25.0;5.0;0.00030190074285177366;1.0222945720759262;1.7488376584517629;-0.7281845917584567
25.0;6.0;0.0011376051905802966;0.9980824802090147;1.7497910821617326;-2.7439037196797056
25.0;7.0;0.000698316456259564;1.0083697155440383;1.7495339012783573;-1.6843392924979945
25.0;8.0;0.030618009122248595;0.6500066537612361;1.730822872134947;-62.0422961246402
25.0;9.0;0.030032290809820977;0.6602938890962594;1.7315944147850737;-65.18936061731387
25.0;10.0;0.024823819041968526;0.6954284221817947;1.7384553204894275;-59.875051529228095
25.0;11.0;0.028446627956189793;0.6742187456281474;1.7336831432648572;-65.47953691952841
26.0;1.0;0.09633724513601313;0.5946104634317592;0.01682892443552098;-93.83247676247679
26.0;2.0;0.11282524254951572;0.5899988779482891;0.016828924435520972;-109.0893703691045
26.0;3.0;-0.0;0.6210564882216448;0.01620518945507521;0.0
26.0;4.0;0.005495999137834144;0.6164449027381746;0.016551058366335476;-5.353103160250442
26.0;5.0;0.02665897010322188;0.609226883194385;0.016828924435520948;-25.965836880538028
26.0;6.0;0.014783840794158426;0.6125482795145446;0.01674588952751697;-14.399460933510362
26.0;7.0;0.12987134367929612;0.5827808584044997;0.016749214245374847;-122.60247910856417
26.0;8.0;0.128355053372847;0.5830989307963699;0.0167730696747651;-121.29164613863892
26.0;9.0;0.12533873653740377;0.5843643970549179;0.01680470633122882;-119.01432692787944
26.0;10.0;0.12257720928137686;0.5861022547246586;0.016819188478476677;-117.23176108411383
26.0;11.0;0.12072070897923078;0.5866864121473168;0.01682892443552096;-115.62681657290858
27.0;1.0;-0.0;0.5123093274887415;-0.007998881617296168;0.0
27.0;2.0;0.06437543327115673;0.5012859501519809;-0.007172128317039116;-14.14217052757793
27.0;3.0;0.06437543327115673;0.5056996020503485;-0.007503152209416689;-14.69498042784846
27.0;4.0;0.06760236856087788;0.501126209625334;-0.007164141290706772;-14.880266447819878
27.0;5.0;0.06760236856087787;0.5055280181075711;-0.0074942769268745565;-15.43159296022007
27.0;6.0;0.06664063518286498;0.5012002688578384;-0.007167844252331994;-14.666915511426007
27.0;7.0;0.065567864596286;0.5012553420330806;-0.007170597911094101;-14.422034165044266
27.0;8.0;0.06664063518286498;0.505552704518406;-0.007494276926874563;-15.212058077912095
27.0;9.0;0.065567864596286;0.5056077776936482;-0.007497030585636674;-14.967176731530353
27.0;10.0;0.2704094742435115;0.47642657584498;-0.006494695461658918;-54.7625519109148
27.0;11.0;0.2665625407314599;0.47652532148831916;-0.006487289538408461;-53.92151605716765
27.0;12.0;0.25750173308463575;0.47711291161608893;-0.006478721408994242;-52.07399244742459
27.0;13.0;0.262271458385144;0.4767456141892881;-0.006481782220884255;-53.02476565402966
27.0;14.0;0.1931262998134768;0.4832078852261505;-0.006478721408994236;-39.60472568705776
27.0;15.0;0.19670359378885802;0.4831160608694503;-0.006478721408994242;-40.421314598101844
27.0;16.0;0.1931262998134768;0.4853611812031774;-0.006532553808419916;-40.41382665042558
27.0;17.0;0.196703593788858;0.48508570813307683;-0.006527962590584906;-41.161409557409506
27.0;18.0;0.20280710568264027;0.48272866364620964;-0.006478721408994253;-41.69896844200827
27.0;19.0;0.19992190554858608;0.4829508413437242;-0.006478721408994242;-41.114571146050714
27.0;20.0;0.20280710568264024;0.48484642937484573;-0.006531665552210139;-42.49471891454331
27.0;21.0;0.19992190554858608;0.48492048860735065;-0.006527962590584906;-41.85466610535831
27.0;22.0;0.13520473712175576;0.4945046407708103;-0.006841049874312927;-29.482507909010863
27.0;23.0;0.13328127036572995;0.4945540135924799;-0.006839815553771185;-29.049622090309022
27.0;24.0;0.13520473712175576;0.4913082577027228;-0.006681230720908559;-28.68181395045492
27.0;25.0;0.13328127036572995;0.49145637616773163;-0.006684933682533771;-28.27366391540956
27.0;26.0;0.12875086654231788;0.49484780865636474;-0.006850221242258315;-28.05226462193433
27.0;27.0;0.13113572919257202;0.49466415994296437;-0.006842569212533291;-28.5736552279437
27.0;28.0;0.12875086654231788;0.4916277387560162;-0.006689217747240886;-27.245637111897025
27.0;29.0;0.131135729192572;0.49156652251821603;-0.0066876873412958825;-27.79769705304423
28.0;1.0;-0.0;0.42408404563575164;0.0629523272229583;0.0
28.0;2.0;0.028389879110278567;0.4151378146421848;0.06362329454747581;-23.753672227048508
28.0;3.0;0.028405158126673765;0.4151377861896403;0.06362329597010305;-23.767094842951693
28.0;4.0;0.028389879110278567;0.4238725754002934;0.06296818749061768;-24.92631385882458
28.0;5.0;0.028405158126673765;0.42387249004265987;0.06296819318112658;-24.939728835219565
28.0;6.0;0.028435621991832246;0.41513764439451833;0.06362330305985914;-23.79383450843575
28.0;7.0;0.028420405741655934;0.41513772940150256;0.06362329880950993;-23.78048224890603
28.0;8.0;0.028435621991832246;0.4238724049188607;0.06296819602053347;-24.966476108828715
28.0;9.0;0.028420405741655937;0.4238724332545221;0.06296819602053347;-24.95311624117391
28.0;10.0;0.056871243983664485;0.41492617392529385;0.06363386807093704;-48.731920706771085
28.0;11.0;0.05684081148336871;0.41492623059661654;0.06363386948772011;-48.70520857963644
28.0;12.0;0.0568712439836645;0.40786236927839176;0.06398705830328215;-46.835289159077874
28.0;13.0;0.05684081148336872;0.4078625392923599;0.06398705405293294;-46.80860746444353
28.0;14.0;0.05677975822050029;0.41492651488815957;0.06363385953517707;-48.65164198097762
28.0;15.0;0.05681031625334753;0.4149263441728922;0.06363386664831322;-48.67844901529287
28.0;16.0;0.05677975822050029;0.40786270977372463;0.06398704979089882;-46.75501030775184
28.0;17.0;0.05681031625334754;0.40786265286863554;0.06398705121352606;-46.781847900099926
28.0;18.0;0.08530686597555358;0.4076510690568337;0.0639923280402461;-71.74503115846812
28.0;19.0;0.08526121722502465;0.4076511540638179;0.06399233229059531;-71.70497437987899
28.0;20.0;0.08530686597555358;0.40183087012804214;0.0641378330134659;-69.40094603989733
28.0;21.0;0.08526121722502465;0.4018311251489948;0.0641378330134659;-69.36095773443401
28.0;22.0;0.08516963733075043;0.4076515805011323;0.06399232802271364;-71.62468173112515
28.0;23.0;0.08521547437999287;0.40765132442823143;0.06399233229059531;-71.66485790478613
28.0;24.0;0.08516963733075043;0.4018313808710419;0.0641378330134659;-69.28059633010628
28.0;25.0;0.08521547437999287;0.40183129551340835;0.06413783301346589;-69.32084125934111
28.0;26.0;0.1137424879672153;0.401619740154151;0.06413781598869926;-94.28238955159162
28.0;27.0;0.11368162296673744;0.40161985349679624;0.06413782448939766;-94.22899572992249
28.0;28.0;0.11355951644111428;0.4016204220798816;0.06413783301346589;-94.12201519726295
28.0;29.0;0.11362063250669505;0.4016200806493475;0.06413783016821147;-94.17553759169532
29.0;1.0;0.009241930549678045;0.5681737109349086;-0.007235514533361484;-27.13985415471683
29.0;2.0;0.012263277208450468;0.554893559837908;-0.007235514533361508;-35.23545220874676
29.0;3.0;0.014034444189608117;0.5432159697840659;-0.007235514533361484;-39.07038330228034
29.0;4.0;-0.0;0.6169944817190111;-0.009070914550451484;0.0
29.0;5.0;0.001007115552924137;0.6037143306220102;-0.008074903218176412;-2.957495631068148
29.0;6.0;0.005103502505010775;0.5818163732832546;-0.0072355145333614715;-14.986945954603577
29.0;7.0;0.002778282534081795;0.5920367405681686;-0.0074910237154843465;-8.158704760901259
29.0;8.0;0.014725998032729571;0.5340969173558723;-0.007235514533361484;-39.500806684377395
29.0;9.0;0.014860098318919943;0.5329956024991526;-0.007252188904538157;-39.70132484054544
29.0;10.0;0.01481747963513184;0.5331921878794702;-0.007243053945664853;-39.61067154381701
29.0;11.0;0.01483449406622301;0.5330800089864602;-0.007245858417990086;-39.640948728097705
30.0;1.0;0.08899687692970615;0.5140432149102927;-0.3575991102877229;-41.82853215696186
30.0;2.0;0.10141940939393713;0.49738278725644147;-0.3581544578761846;-47.667122415150494
30.0;3.0;-0.0;0.7072625427516687;-0.36100667098199984;-1.7217448811361528e-14
30.0;4.0;0.004056236319945621;0.6782491857409464;-0.35883066920619566;-1.906431070374448
30.0;5.0;0.014042875016583035;0.6480755447202179;-0.3575991102877229;-6.600151257794022
30.0;6.0;0.009393663627553667;0.6591604700227647;-0.3578762334202866;-4.415021904950191
30.0;7.0;0.11142420853729221;0.48843752413347635;-0.35904898418848114;-52.36937801252733
30.0;8.0;0.14293993743513697;0.45942416712275425;-0.3625086075454513;-63.00384718497034
30.0;9.0;0.1285833154787949;0.4679816443305276;-0.36058317517370225;-57.48851158340898
30.0;10.0;0.17048859518427512;0.42925052610202596;-0.36620328430086957;-65.66547846952888
30.0;11.0;0.16428964666556953;0.44033545140457236;-0.36537191490317855;-67.5406603964373
31.0;1.0;0.03751283095392312;0.5712984305135871;-0.06867554931374754;-171.5461759522905
31.0;2.0;0.04493886170241166;0.548630835674941;-0.06943113580836908;-205.5054145651286
31.0;3.0;-0.0;0.750748455161301;-0.07135307476217388;0.0
31.0;4.0;0.001178666123475248;0.73156007881913;-0.06991394653651106;-5.390040182652319
31.0;5.0;0.006104071408653029;0.6991300290027352;-0.06867554931374753;-27.91391855177051
31.0;6.0;0.0032801543051071296;0.7144542397249841;-0.06905865458180377;-15.000145637255208
31.0;7.0;0.0788264485030651;0.47851011319202014;-0.07869540706787777;-284.4532436811515
31.0;8.0;0.07506122569833716;0.4938343239142689;-0.07754609126370908;-302.40394340269177
31.0;9.0;0.06665527297180965;0.510940163008415;-0.07498021539958717;-290.13545539832495
31.0;10.0;0.055550810946201;0.5260049745625468;-0.07159063279990752;-250.87933139412723
31.0;11.0;0.05403104521815388;0.5301285393505857;-0.07128136544080459;-247.0839697826177
32.0;1.0;-0.0;0.28215685042172695;-0.3067970934139449;0.0
32.0;2.0;-0.0;0.2637879559620838;-0.30541942632947167;11.760684677786523
32.0;3.0;-0.0;0.23720391294003576;-0.3043905242588347;53.49223682823955
32.0;4.0;-0.0;0.2492159161586542;-0.3046908243393002;30.420181646078113
33.0;1.0;0.040470747900187225;0.5963667573540558;-0.015517912933110646;-283.2952353013108
33.0;2.0;-0.0;0.6903668916212947;-0.01646362985278187;-6.870140963571129e-14
33.0;3.0;0.0006914994116314379;0.6845887517412973;-0.016030269361782062;-4.840495881419953
33.0;4.0;0.004891643630493583;0.6706911305267943;-0.015517912933110646;-34.24150541345521
33.0;5.0;0.0022704054127687745;0.6779921158089437;-0.015700437565164378;-15.892837889381221
33.0;6.0;0.046375477058867715;0.584897083889299;-0.015987356878460476;-314.4733114919517
33.0;7.0;0.04329128677301574;0.5907820852375401;-0.01566521483125797;-299.9477959747137
33.0;8.0;0.04409240082071447;0.5896664060459236;-0.01574889077062924;-304.81589900456305
33.0;9.0;0.041059365158289146;0.5954445459259208;-0.01554865331404846;-287.415556108024
33.0;10.0;0.05161993287741036;0.5757687848314209;-0.016809027840981015;-334.2398244289392
33.0;11.0;0.04812494858711096;0.5830697701135696;-0.016261453944819843;-324.2965941230373
34.0;1.0;0.04782935740388818;0.3634224222527723;-4.302866085604073;-744.3682892767117
34.0;2.0;0.060671650146019995;0.35361666704167416;-4.302866085604073;-920.701530154676
34.0;3.0;-0.0;0.40659780051215655;-4.304444609182181;0.0
34.0;4.0;0.004280764247377256;0.3967920453010584;-4.303709177541349;-66.62153398193219
34.0;5.0;0.027539199850852854;0.3750418613682048;-4.302866085604073;-428.5925672788233
34.0;6.0;0.014734972421396377;0.384818551742858;-4.303110502863439;-229.32037579419259
34.0;7.0;0.08014042565512779;0.33186648310882033;-4.3031379000005145;-1095.8424628906153
34.0;8.0;0.07667340424058706;0.3338519208331385;-4.302988992171191;-1056.1788711529148
34.0;9.0;0.07375702760207081;0.33719212760091105;-4.302905487001996;-1034.8382851005726
34.0;10.0;0.07116618475283669;0.34164317348347384;-4.302868394952975;-1026.5611899079813
34.0;11.0;0.0710048790216461;0.34178173441758486;-4.302866085604073;-1024.7158120167294
37.0;1.0;0.0243378371621557;0.11258264795666795;-0.2756078688008538;-13.848229345266574
37.0;2.0;0.028158479933927838;0.10599409328437813;-0.2762667242680828;-16.022175082404974
37.0;3.0;-0.0;0.20215409474240292;-0.27617107663022145;0.0
37.0;4.0;0.00013922673378978235;0.20023336464076538;-0.27602702187259864;-0.07922001152639248
37.0;5.0;0.002335518569199355;0.18846698869527814;-0.2756078688008538;-1.3289100658744382
37.0;6.0;0.0008640536456533185;0.19523361771645942;-0.2757770345263833;-0.4916465243767476
37.0;7.0;0.036933117499609654;0.09842832715751669;-0.2785364541061412;-21.01494385727789
37.0;8.0;0.038603838305087027;0.09650759705587918;-0.2789686183790096;-21.608328196689946
37.0;9.0;0.043465099183935846;0.08474122111039202;-0.2802260775942441;-18.73870078709399
37.0;10.0;0.04150314595254115;0.09150785013157321;-0.2797185804176555;-21.398128392249525
38.0;1.0;-0.0;0.19136350354394496;-0.21577568827322272;0.0
38.0;2.0;0.012644430306980559;0.18752884002073142;-0.2154880885089817;-6.136215583674585
38.0;3.0;0.09100621590137775;0.1740049070136141;-0.21508548379465808;-41.400841987910134
38.0;4.0;0.042276072761765746;0.18303566098080506;-0.21526342955698538;-20.5161553505573
38.0;5.0;0.044593854806188375;0.18233274957675394;-0.21522828398678281;-21.504411258658234
38.0;6.0;0.06524715133130442;0.17920099745759163;-0.21514999018380376;-30.918906680184534
38.0;7.0;0.07375529330486125;0.17662074189176283;-0.21508548379465808;-34.04539361120741
38.0;8.0;0.11242865018003942;0.16829289932862304;-0.2151051025991042;-48.46826264057331
38.0;9.0;0.11070355415166543;0.16842369135826463;-0.21509529319688106;-47.70730984423731
38.0;10.0;0.10725336209494551;0.16907765150646825;-0.21508548379465808;-46.41406141739743
38.0;11.0;0.10897845812331912;0.1686852754175436;-0.21508875359539908;-47.02257610318598
39.0;1.0;-0.0;0.2010321210617061;-0.09367639940596457;7.247584366735337e-15
39.0;2.0;0.013846415977100662;0.1938877408414437;-0.09314130861515948;-12.29504018257088
