& CONDICOES INICIAIS DAS UNIDADES                
&                                                
UCTPAR 2
UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
CPLEXLOG
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
CROSSOVER 0 0 0 0
&ENGOLIMENTO 0
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D T  TITULINFLX
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X  X  XXXXXXXXXX
434  W ARJONA 2     2    0        0.000  19384  1  0  0          0.
434  W ARJONA 2     3    0        0.000  20448  0  0  0          0.
434  W ARJONA 2     4    0        0.000  19384  1  0  0          0.
434  W ARJONA 2     5    0        0.000  19312  1  0  0          0.
FIM
&
&
& LIMITES E CONDICOES OPERACIONAIS DAS UNIDADES                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
&
OPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
&us    nome      un di hi m df hf m Gmin     Gmax       Custo                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
&XX XXXXXXXXXXXX XX XX XX X XX XX X XXXXXXXXXXxxxxxxxxxxXXXXXXXXXX                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
  1 ANGRA 1       1  4  0 0 F                                31.17
 13 ANGRA 2       1  4  0 0 F                                20.12
211 BAIXADA FL    1  4  0 0 F                               173.30
211 BAIXADA FL    2  4  0 0 F                               173.30
211 BAIXADA FL    3  4  0 0 F                               173.30
 97 CUBATAO       1  4  0 0 F                               416.99
 97 CUBATAO       2  4  0 0 F                               416.99
 97 CUBATAO       3  4  0 0 F                               416.99
&UTE CUIABA sem CVU valido
 12 CUIABA CC     1  4  0 0 F                        0.0      0.00
 12 CUIABA CC     2  4  0 0 F                        0.0      0.00
 12 CUIABA CC     3  4  0 0 F                        0.0      0.00
&UTE DAIA sem CVU valido     
153 DAIA          1  4  0 0 F                        0.0      0.00
153 DAIA          2  4  0 0 F                        0.0      0.00
137 UTE GNA I     1  4  0 0 F                               332.90
155 GOIANIA 2     1  4  0 0 F                              2702.38
155 GOIANIA 2     2  4  0 0 F                              2702.38
 63 IBIRITE       1  4  0 0 F                               658.58
 54 J.FORA        1  4  0 0 F                               948.51
 54 J.FORA        2  4  0 0 F                               948.51
245 KARKEY 013    1  4  0 0 F                               877.23
245 KARKEY 013    2  4  0 0 F                               877.23
245 KARKEY 013    3  4  0 0 F                               877.23
245 KARKEY 013    4  4  0 0 F                               877.23
245 KARKEY 013    5  4  0 0 F                               877.23
245 KARKEY 013    6  4  0 0 F                               877.23
245 KARKEY 013    7  4  0 0 F                               877.23
245 KARKEY 013    8  4  0 0 F                               877.23
245 KARKEY 013    9  4  0 0 F                               877.23
245 KARKEY 013   10  4  0 0 F                               877.23
245 KARKEY 013   11  4  0 0 F                               877.23
245 KARKEY 013   12  4  0 0 F                               877.23
245 KARKEY 013   13  4  0 0 F                               877.23
246 KARKEY 019    1  4  0 0 F                               877.23
246 KARKEY 019    2  4  0 0 F                               877.23
246 KARKEY 019    3  4  0 0 F                               877.23
246 KARKEY 019    4  4  0 0 F                               877.23
246 KARKEY 019    5  4  0 0 F                               877.23
246 KARKEY 019    6  4  0 0 F                               877.23
246 KARKEY 019    7  4  0 0 F                               877.23
 15 LUIZORMELO    1  4  0 0 F                               263.48
 15 LUIZORMELO    2  4  0 0 F                               263.48
 15 LUIZORMELO    3  4  0 0 F                               263.48
 15 LUIZORMELO    4  4  0 0 F                               263.48
247 LORM_PCS      1  4  0 0 F                              1278.84
110 NPIRATINGA    1  4  0 0 F                               858.57
110 NPIRATINGA    2  4  0 0 F                               858.57
110 NPIRATINGA    3  4  0 0 F                               858.57
110 NPIRATINGA    4  4  0 0 F                               858.57
110 NPIRATINGA    5  4  0 0 F                               858.57
110 NPIRATINGA    6  4  0 0 F                               858.57
110 NPIRATINGA    7  4  0 0 F                               858.57
110 NPIRATINGA    8  4  0 0 F                               858.57
110 NPIRATINGA    9  4  0 0 F                               858.57
110 NPIRATINGA   10  4  0 0 F                               858.57
110 NPIRATINGA   11  4  0 0 F                               858.57
110 NPIRATINGA   12  4  0 0 F                               858.57
110 NPIRATINGA   13  4  0 0 F                               858.57
110 NPIRATINGA   14  4  0 0 F                               858.57
110 NPIRATINGA   15  4  0 0 F                               858.57
229 O.PINTADA     1  4  0 0 F                               138.59
182 PALMEIR_GO    1  4  0 0 F                              1961.00
182 PALMEIR_GO    2  4  0 0 F                              1961.00
248 PAULINIA      1  4  0 0 F                              1248.35
&UTE PIRAT.12 sem operação comercial conforme despacho 4.005/2011 da ANEEL
 50 PIRAT.12 O    1  4  0 0 F                        0.0    470.34
 50 PIRAT.12 O    2  4  0 0 F                        0.0    470.34
249 PORSUD I      1  4  0 0 F                              1015.22
249 PORSUD I      2  4  0 0 F                              1015.22
249 PORSUD I      3  4  0 0 F                              1015.22
249 PORSUD I      4  4  0 0 F                              1015.22
249 PORSUD I      5  4  0 0 F                              1015.22
249 PORSUD I      6  4  0 0 F                              1015.22
250 PORSUD II     1  4  0 0 F                              1013.16
250 PORSUD II     2  4  0 0 F                              1013.16
250 PORSUD II     3  4  0 0 F                              1013.16
250 PORSUD II     4  4  0 0 F                              1013.16
250 PORSUD II     5  4  0 0 F                              1013.16
251 POVOACAO I    1  4  0 0 F                              1278.84
251 POVOACAO I    2  4  0 0 F                              1278.84
 62 SEROPEDICA    1  4  0 0 F                               515.29
 62 SEROPEDICA    2  4  0 0 F                               515.29
 62 SEROPEDICA    3  4  0 0 F                               515.29
 62 SEROPEDICA    4  4  0 0 F                               515.29
 62 SEROPEDICA    5  4  0 0 F                               515.29
 62 SEROPEDICA    6  4  0 0 F                               515.29
 62 SEROPEDICA    7  4  0 0 F                               515.29
 62 SEROPEDICA    8  4  0 0 F                               515.29
&UTE ST.CRUZ 34 sem operação comercial conforme despacho 3.263/2012 da ANEEL
  4 ST.CRUZ 34    3  4  0 0 F                        0.0    310.41
  4 ST.CRUZ 34    4  4  0 0 F                        0.0    310.41
 86 SANTA CRUZ    1  4  0 0 F                               176.47
 86 SANTA CRUZ    2  4  0 0 F                               176.47
 86 SANTA CRUZ    3  4  0 0 F                               176.47
 86 SANTA CRUZ    4  4  0 0 F                               176.47
146 UTE STA VI    1  4  0 0 F                               149.70
& UTE TNORTE 2 sem CUST conforme OFÍCIO Nº 755/2023-SCE/ANEEL
& UTE TNORTE 2 com CVU aprovado conforme despacho 3.879/2023 da ANEEL
194 TNORTE 2      1  4  0 0 F                        0.0   2997.89
194 TNORTE 2      2  4  0 0 F                        0.0   2997.89
194 TNORTE 2      3  4  0 0 F                        0.0   2997.89
194 TNORTE 2      4  4  0 0 F                        0.0   2997.89
194 TNORTE 2      5  4  0 0 F                        0.0   2997.89
194 TNORTE 2      6  4  0 0 F                        0.0   2997.89
194 TNORTE 2      7  4  0 0 F                        0.0   2997.89
223 PROSP_III     1  4  0 0 F                               207.91
223 PROSP_III     2  4  0 0 F                               207.91
223 PROSP_III     3  4  0 0 F                               207.91
223 PROSP_III     4  4  0 0 F                               207.91
223 PROSP_III     5  4  0 0 F                               207.91
223 PROSP_III     6  4  0 0 F                               207.91
241 PROSP_II      1  4  0 0 F                               326.82
241 PROSP_II      2  4  0 0 F                               326.82
241 PROSP_II      3  4  0 0 F                               326.82
241 PROSP_II      4  4  0 0 F                               326.82
 90 T.MACAE       1  4  0 0 F                               908.82
 90 T.MACAE       2  4  0 0 F                               908.82
 90 T.MACAE       3  4  0 0 F                               908.82
 90 T.MACAE       4  4  0 0 F                               908.82
 90 T.MACAE       5  4  0 0 F                               908.82
 90 T.MACAE       6  4  0 0 F                               908.82
 90 T.MACAE       7  4  0 0 F                               908.82
 90 T.MACAE       8  4  0 0 F                               908.82
 90 T.MACAE       9  4  0 0 F                               908.82
 90 T.MACAE      10  4  0 0 F                               908.82
 90 T.MACAE      11  4  0 0 F                               908.82
 90 T.MACAE      12  4  0 0 F                               908.82
 90 T.MACAE      13  4  0 0 F                               908.82
 90 T.MACAE      14  4  0 0 F                               908.82
 90 T.MACAE      15  4  0 0 F                               908.82
 90 T.MACAE      16  4  0 0 F                               908.82
 90 T.MACAE      17  4  0 0 F                               908.82
 90 T.MACAE      18  4  0 0 F                               908.82
 90 T.MACAE      19  4  0 0 F                               908.82
 90 T.MACAE      20  4  0 0 F                               908.82
 47 TERMORIO      1  4  0 0 F                               389.05
 47 TERMORIO      2  4  0 0 F                               389.05
 47 TERMORIO      3  4  0 0 F                               389.05
 47 TERMORIO      4  4  0 0 F                               389.05
 47 TERMORIO      5  4  0 0 F                               389.05
 47 TERMORIO      6  4  0 0 F                               389.05
 47 TERMORIO      7  4  0 0 F                               389.05
 47 TERMORIO      8  4  0 0 F                               389.05
 47 TERMORIO      9  4  0 0 F                               389.05
 47 TERMORIO     10  4  0 0 F                               389.05
 47 TERMORIO     11  4  0 0 F                               389.05
 47 TERMORIO     12  4  0 0 F                               389.05
 47 TERMORIO     13  4  0 0 F                               389.05
 47 TERMORIO     14  4  0 0 F                               389.05
 47 TERMORIO     15  4  0 0 F                               389.05
 47 TERMORIO     16  4  0 0 F                               389.05
 47 TERMORIO     17  4  0 0 F                               389.05
 47 TERMORIO     18  4  0 0 F                               389.05
 47 TERMORIO     19  4  0 0 F                               389.05
 47 TERMORIO     20  4  0 0 F                               389.05
 47 TERMORIO     21  4  0 0 F                               389.05
 47 TERMORIO     22  4  0 0 F                               389.05
 47 TERMORIO     23  4  0 0 F                               389.05
 47 TERMORIO     24  4  0 0 F                               389.05
 47 TERMORIO     25  4  0 0 F                               389.05
 47 TERMORIO     26  4  0 0 F                               389.05
 47 TERMORIO     27  4  0 0 F                               389.05
 47 TERMORIO     28  4  0 0 F                               389.05
 47 TERMORIO     29  4  0 0 F                               389.05
 47 TERMORIO     30  4  0 0 F                               389.05
 47 TERMORIO     31  4  0 0 F                               389.05
 68 T.LAGOAS      1  4  0 0 F                               321.09
 68 T.LAGOAS      2  4  0 0 F                               321.09
 68 T.LAGOAS      3  4  0 0 F                               321.09
 68 T.LAGOAS      4  4  0 0 F                               321.09
 68 T.LAGOAS      5  4  0 0 F                               321.09
 68 T.LAGOAS      6  4  0 0 F                               321.09
 68 T.LAGOAS      7  4  0 0 F                               321.09
 68 T.LAGOAS      8  4  0 0 F                               321.09
 68 T.LAGOAS      9  4  0 0 F                               321.09
 68 T.LAGOAS     10  4  0 0 F                               321.09
 68 T.LAGOAS     11  4  0 0 F                               321.09
 68 T.LAGOAS     12  4  0 0 F                               321.09
 68 T.LAGOAS     13  4  0 0 F                               321.09
 68 T.LAGOAS     14  4  0 0 F                               321.09
 68 T.LAGOAS     15  4  0 0 F                               321.09
 49 VIANA         1  4  0 0 F                              1155.04
 49 VIANA         2  4  0 0 F                              1155.04
 49 VIANA         3  4  0 0 F                              1155.04
 49 VIANA         4  4  0 0 F                              1155.04
253 VIANA I       1  4  0 0 F                              1278.84
253 VIANA I       2  4  0 0 F                              1278.84
253 VIANA I       3  4  0 0 F                              1278.84
253 VIANA I       4  4  0 0 F                              1278.84
108 XAVANTES      1  4  0 0 F                              3681.45
108 XAVANTES      2  4  0 0 F                              3681.45
& UTE Araucaria sem CVU valido
 48 ARAUCARIA     1  4  0 0 F                        0.0      0.00
 48 ARAUCARIA     2  4  0 0 F                        0.0      0.00
 48 ARAUCARIA     3  4  0 0 F                        0.0      0.00
254 B.BONITA I    1  4  0 0 F                               708.84
156 CANDIOTA_3    1  4  0 0 F                               108.05
 64 CANOAS        1  4  0 0 F                              1121.40
169 MADEIRA       1  4  0 0 F                               387.12
 28 FIGUEIRA      1  4  0 0 F                               330.64
 26 J.LAC. A1     1  4  0 0 F                               434.59
 26 J.LAC. A1     2  4  0 0 F                               434.59
 27 J.LAC. A2     3  4  0 0 F                               372.62
 27 J.LAC. A2     4  4  0 0 F                               372.62
 25 J.LACER. B    5  4  0 0 F                               362.67
 25 J.LACER. B    6  4  0 0 F                               362.67
 24 J.LACER. C    7  4  0 0 F                               311.53
107 PAMPA SUL     1  4  0 0 F                                85.94
149 SAO SEPE      1  4  0 0 F                               103.40
&UTE URUGUAIANA sem CVU valido
&UTE URUGUAIANA sem operação comercial conforme despacho 2.367/22 da ANEEL
 35 URUGUAIANA    1  4  0 0 F                        0.0      0.00
 35 URUGUAIANA    2  4  0 0 F                        0.0      0.00
 35 URUGUAIANA    3  4  0 0 F                        0.0      0.00
112 CURUMIM       1  4  0 0 F                              1433.77
112 CURUMIM       2  4  0 0 F                              1433.77
112 CURUMIM       3  4  0 0 F                              1433.77
166 GUARANI       1  4  0 0 F                              1801.43
166 GUARANI       2  4  0 0 F                              1801.43
166 GUARANI       3  4  0 0 F                              1801.43
166 GUARANI       4  4  0 0 F                              1801.43
166 GUARANI       5  4  0 0 F                              1801.43
166 GUARANI       6  4  0 0 F                              1801.43
166 GUARANI       7  4  0 0 F                              1801.43
166 GUARANI       8  4  0 0 F                              1801.43
166 GUARANI       9  4  0 0 F                              1801.43
166 GUARANI      10  4  0 0 F                              1801.43
166 GUARANI      11  4  0 0 F                              1801.43
 52 CAMPINA_GR    1  4  0 0 F                              1155.06
 52 CAMPINA_GR    2  4  0 0 F                              1155.06
 52 CAMPINA_GR    3  4  0 0 F                              1155.06
 52 CAMPINA_GR    4  4  0 0 F                              1155.06
 42 FORTALEZA     1  4  0 0 F                               285.83
 42 FORTALEZA     2  4  0 0 F                               285.83
 42 FORTALEZA     3  4  0 0 F                               285.83
 53 GLOBAL I      1  4  0 0 F                              1308.63
 53 GLOBAL I      2  4  0 0 F                              1308.63
 53 GLOBAL I      3  4  0 0 F                              1308.63
 53 GLOBAL I      4  4  0 0 F                              1308.63
 53 GLOBAL I      5  4  0 0 F                              1308.63
 53 GLOBAL I      6  4  0 0 F                              1308.63
 53 GLOBAL I      7  4  0 0 F                              1308.63
 53 GLOBAL I      8  4  0 0 F                              1308.63
 53 GLOBAL I      9  4  0 0 F                              1308.63
 53 GLOBAL I     10  4  0 0 F                              1308.63
 53 GLOBAL I     11  4  0 0 F                              1308.63
 55 GLOBAL II     1  4  0 0 F                              1308.63
 55 GLOBAL II     2  4  0 0 F                              1308.63
 55 GLOBAL II     3  4  0 0 F                              1308.63
 55 GLOBAL II     4  4  0 0 F                              1308.63
 55 GLOBAL II     5  4  0 0 F                              1308.63
 55 GLOBAL II     6  4  0 0 F                              1308.63
 55 GLOBAL II     7  4  0 0 F                              1308.63
 55 GLOBAL II     8  4  0 0 F                              1308.63
 55 GLOBAL II     9  4  0 0 F                              1308.63
 55 GLOBAL II    10  4  0 0 F                              1308.63
 55 GLOBAL II    11  4  0 0 F                              1308.63
 57 MARACANAU     1  4  0 0 F                              1123.59
 57 MARACANAU     2  4  0 0 F                              1123.59
 57 MARACANAU     3  4  0 0 F                              1123.59
 57 MARACANAU     4  4  0 0 F                              1123.59
 57 MARACANAU     5  4  0 0 F                              1123.59
 57 MARACANAU     6  4  0 0 F                              1123.59
 57 MARACANAU     7  4  0 0 F                              1123.59
 57 MARACANAU     8  4  0 0 F                              1123.59
164 APOENA        1  4  0 0 F                              1801.43
164 APOENA        2  4  0 0 F                              1801.43
164 APOENA        3  4  0 0 F                              1801.43
164 APOENA        4  4  0 0 F                              1801.43
164 APOENA        5  4  0 0 F                              1801.43
164 APOENA        6  4  0 0 F                              1801.43
167 P.PECEM1      1  4  0 0 F                               351.06
167 P.PECEM1      2  4  0 0 F                               351.06
163 P.PECEM2      1  4  0 0 F                               357.06
224 PSERGIPE I    1  4  0 0 F                               386.53
224 PSERGIPE I    2  4  0 0 F                               386.53
224 PSERGIPE I    3  4  0 0 F                               386.53
224 PSERGIPE I    4  4  0 0 F                               386.53
224 PSERGIPE I    5  4  0 0 F                               386.53
224 PSERGIPE I    6  4  0 0 F                               386.53
224 PSERGIPE I    7  4  0 0 F                               386.53
160 PAU FERRO     1  4  0 0 F                              2936.99
160 PAU FERRO     2  4  0 0 F                              2936.99
160 PAU FERRO     3  4  0 0 F                              2936.99
160 PAU FERRO     4  4  0 0 F                              2936.99
160 PAU FERRO     5  4  0 0 F                              2936.99
160 PAU FERRO     6  4  0 0 F                              2936.99
160 PAU FERRO     7  4  0 0 F                              2936.99
 98 PERNAMBU_3    1  4  0 0 F                               996.05
 98 PERNAMBU_3    2  4  0 0 F                               996.05
 98 PERNAMBU_3    3  4  0 0 F                               996.05
 98 PERNAMBU_3    4  4  0 0 F                               996.05
144 PETROLINA     1  4  0 0 F                              1976.42
144 PETROLINA     2  4  0 0 F                              1976.42
144 PETROLINA     3  4  0 0 F                              1976.42
144 PETROLINA     4  4  0 0 F                              1976.42
144 PETROLINA     5  4  0 0 F                              1976.42
144 PETROLINA     6  4  0 0 F                              1976.42
144 PETROLINA     7  4  0 0 F                              1976.42
144 PETROLINA     8  4  0 0 F                              1976.42
151 POTIGUAR      1  4  0 0 F                              2627.96
151 POTIGUAR      2  4  0 0 F                              2627.96
151 POTIGUAR      3  4  0 0 F                              2627.96
151 POTIGUAR      4  4  0 0 F                              2627.96
161 POTIGUAR_3    1  4  0 0 F                              2627.92
161 POTIGUAR_3    2  4  0 0 F                              2627.92
161 POTIGUAR_3    3  4  0 0 F                              2627.92
161 POTIGUAR_3    4  4  0 0 F                              2627.92
161 POTIGUAR_3    5  4  0 0 F                              2627.92
161 POTIGUAR_3    6  4  0 0 F                              2627.92
147 PROSP_I       1  4  0 0 F                               204.06
147 PROSP_I       2  4  0 0 F                               204.06
147 PROSP_I       3  4  0 0 F                               204.06
170 SUAPE II      1  4  0 0 F                              1181.24
170 SUAPE II      2  4  0 0 F                              1181.24
170 SUAPE II      3  4  0 0 F                              1181.24
170 SUAPE II      4  4  0 0 F                              1181.24
170 SUAPE II      5  4  0 0 F                              1181.24
170 SUAPE II      6  4  0 0 F                              1181.24
170 SUAPE II      7  4  0 0 F                              1181.24
170 SUAPE II      8  4  0 0 F                              1181.24
170 SUAPE II      9  4  0 0 F                              1181.24
170 SUAPE II     10  4  0 0 F                              1181.24
170 SUAPE II     11  4  0 0 F                              1181.24
170 SUAPE II     12  4  0 0 F                              1181.24
170 SUAPE II     13  4  0 0 F                              1181.24
170 SUAPE II     14  4  0 0 F                              1181.24
170 SUAPE II     15  4  0 0 F                              1181.24
170 SUAPE II     16  4  0 0 F                              1181.24
170 SUAPE II     17  4  0 0 F                              1181.24
&UTE SYKUE I sem operação comercial conforme despacho 1.096/2022 da ANEEL
221 SYKUE I       1  4  0 0 F                        0.0    510.12
 43 T.BAHIA       1  4  0 0 F                               702.93
152 TERMOCABO     1  4  0 0 F                              1140.86
152 TERMOCABO     2  4  0 0 F                              1140.86
152 TERMOCABO     3  4  0 0 F                              1140.86
 58 TERMOCEARA    1  4  0 0 F                               567.64
 58 TERMOCEARA    2  4  0 0 F                               567.64
 58 TERMOCEARA    3  4  0 0 F                               567.64
 58 TERMOCEARA    4  4  0 0 F                               567.64
159 TERMOMANAU    1  4  0 0 F                              2936.99
159 TERMOMANAU    2  4  0 0 F                              2936.99
159 TERMOMANAU    3  4  0 0 F                              2936.99
159 TERMOMANAU    4  4  0 0 F                              2936.99
159 TERMOMANAU    5  4  0 0 F                              2936.99
159 TERMOMANAU    6  4  0 0 F                              2936.99
159 TERMOMANAU    7  4  0 0 F                              2936.99
159 TERMOMANAU    8  4  0 0 F                              2936.99
159 TERMOMANAU    9  4  0 0 F                              2936.99
159 TERMOMANAU   10  4  0 0 F                              2936.99
159 TERMOMANAU   11  4  0 0 F                              2936.99
159 TERMOMANAU   12  4  0 0 F                              2936.99
 67 TERMONE       1  4  0 0 F                              1145.03
 67 TERMONE       2  4  0 0 F                              1145.03
 67 TERMONE       3  4  0 0 F                              1145.03
 69 TERMOPB       1  4  0 0 F                              1145.03
 69 TERMOPB       2  4  0 0 F                              1145.03
 69 TERMOPB       3  4  0 0 F                              1145.03
 96 TERMOPE       1  4  0 0 F                               234.57
 96 TERMOPE       2  4  0 0 F                               234.57
 96 TERMOPE       3  4  0 0 F                               234.57
 83 VALE ACU      1  4  0 0 F                               450.86
 83 VALE ACU      2  4  0 0 F                               450.86
201 APARECIDA     1  4  0 0 F                                92.21
201 APARECIDA     2  4  0 0 F                                92.21
201 APARECIDA     3  4  0 0 F                                92.21
201 APARECIDA     4  4  0 0 F                                92.21
203 C. ROCHA      1  4  0 0 F                                 0.00
203 C. ROCHA      2  4  0 0 F                                 0.00
203 C. ROCHA      3  4  0 0 F                                 0.00
203 C. ROCHA      4  4  0 0 F                                 0.00
203 C. ROCHA      5  4  0 0 F                                 0.00
 73 GERAMAR1      1  4  0 0 F                              1155.01
 73 GERAMAR1      2  4  0 0 F                              1155.01
 73 GERAMAR1      3  4  0 0 F                              1155.01
 73 GERAMAR1      4  4  0 0 F                              1155.01
 70 GERAMAR2      1  4  0 0 F                              1155.01
 70 GERAMAR2      2  4  0 0 F                              1155.01
 70 GERAMAR2      3  4  0 0 F                              1155.01
 70 GERAMAR2      4  4  0 0 F                              1155.01
204 JARAQUI       6  4  0 0 F                                 0.00
204 JARAQUI       7  4  0 0 F                                 0.00
205 MANAUARA      1  4  0 0 F                                 0.00
205 MANAUARA      2  4  0 0 F                                 0.00
205 MANAUARA      3  4  0 0 F                                 0.00
205 MANAUARA      4  4  0 0 F                                 0.00
212 MARANHAO3     1  4  0 0 F                               105.62
 36 MARANHAOIV    1  4  0 0 F                               164.41
 21 MARANHAO V    1  4  0 0 F                               164.41
140 UTE MAUA 3    1  4  0 0 F                                92.21
140 UTE MAUA 3    2  4  0 0 F                                92.21
140 UTE MAUA 3    3  4  0 0 F                                92.21
140 UTE MAUA 3    4  4  0 0 F                                92.21
140 UTE MAUA 3    5  4  0 0 F                                92.21
140 UTE MAUA 3    6  4  0 0 F                                92.21
140 UTE MAUA 3    7  4  0 0 F                                92.21
140 UTE MAUA 3    8  4  0 0 F                                92.21
 46 N.VENECIA2    1  4  0 0 F                               286.19
116 PARNAIB_IV    1  4  0 0 F                               151.69
239 PARNAIBA_V    1  4  0 0 F                               198.37
207 PONTA NEGR    1  4  0 0 F                                 0.00
207 PONTA NEGR    2  4  0 0 F                                 0.00
207 PONTA NEGR    3  4  0 0 F                                 0.00
207 PONTA NEGR    4  4  0 0 F                                 0.00
176 P. ITAQUI     1  4  0 0 F                               349.33
209 TAMBAQUI      5  4  0 0 F                                 0.00
209 TAMBAQUI      6  4  0 0 F                                 0.00
209 TAMBAQUI      7  4  0 0 F                                 0.00
383 ATLAN_CSA     1  4  0 0 F                                 0.00
383 ATLAN_CSA     2  4  0 0 F                                 0.00
383 ATLAN_CSA     3  4  0 0 F                                 0.00
383 ATLAN_CSA     4  4  0 0 F                                 0.00
383 ATLAN_CSA     5  4  0 0 F                                 0.00
383 ATLAN_CSA     6  4  0 0 F                                 0.00
383 ATLAN_CSA     7  4  0 0 F                                 0.00
 60 NORTEFLU 1    1  4  0 0 F                                 0.00
 60 NORTEFLU 1    2  4  0 0 F                                 0.00
 60 NORTEFLU 1    3  4  0 0 F                                 0.00
 60 NORTEFLU 1    4  4  0 0 F                                 0.00
 60 NORTEFLU 1    5  4  0 0 F                                 0.00
 60 NORTEFLU 1    6  4  0 0 F                                 0.00
 60 NORTEFLU 1    7  4  0 0 F                                 0.00
&UTE W.ARJONA (gas) sem CVU valido
334 W.ARJONA      1  4  0 0 F                        0.0      0.00
334 W.ARJONA      2  4  0 0 F                        0.0      0.00
334 W.ARJONA      3  4  0 0 F                        0.0      0.00
334 W.ARJONA      4  4  0 0 F                        0.0      0.00
334 W.ARJONA      5  4  0 0 F                        0.0      0.00
&UTE W.ARJONA (oleo) sem CVU valido
434 W.ARJONA O    1  4  0 0 F                        0.0      0.00
434 W.ARJONA O    2  4  0 0 F                        0.0      0.00
434 W.ARJONA O    3  4  0 0 F                        0.0      0.00
434 W.ARJONA O    4  4  0 0 F                        0.0      0.00
434 W.ARJONA O    5  4  0 0 F                        0.0      0.00
106 ERB CANDEI    1  4  0 0 F                               108.19
FIM
